domain,skill_uri,skill_label,capability_family,demand_count,supply_count,course_count,demand_frequency,supply_frequency,course_frequency,gap_score,trend_score,relevance_index
Healthcare,http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,provide high quality customer service,selling products or services,7,0,1,0.291667,0.0,0.052632,0.291667,-0.219048,0.20943
Healthcare,http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d,sales activities,wholesale and retail sales,7,0,0,0.291667,0.0,0.0,0.291667,-0.219048,0.204167
Healthcare,http://data.europa.eu/esco/skill/8c3ac8d1-5349-45bb-9006-e073ee3b5d16,packaging functions,sociology and cultural studies,7,0,0,0.291667,0.0,0.0,0.291667,-0.219048,0.204167
Healthcare,http://data.europa.eu/esco/skill/5c1e686c-92cc-4bd7-9f23-51f9d8a58886,customise guns,fabricating precision instruments or jewellery,7,0,0,0.291667,0.0,0.0,0.291667,-0.219048,0.204167
Healthcare,http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,develop waste management processes,developing operational policies and procedures,3,0,3,0.125,0.0,0.157895,0.125,0.0,0.203289
Healthcare,http://data.europa.eu/esco/skill/02137a68-6860-45e8-8e4d-38db467bb8b6,human factors regarding safety,occupational health and safety,2,0,8,0.083333,0.0,0.421053,0.083333,0.0,0.200439
Healthcare,http://data.europa.eu/esco/skill/2a0efd9a-4a60-4edc-8561-f2754d24eeb8,mathematical economics,economics,7,1,0,0.291667,0.030303,0.0,0.261364,-0.219048,0.196591
Healthcare,http://data.europa.eu/esco/skill/7e5786f8-1174-4f75-97e3-cfecfd95d797,deliver outstanding service,providing general assistance to people,3,0,1,0.125,0.0,0.052632,0.125,0.0,0.192763
Healthcare,http://data.europa.eu/esco/skill/a4346013-a967-4a58-a533-6b32ad1364c5,data protection,database and network design and administration,3,0,1,0.125,0.0,0.052632,0.125,0.0,0.192763
Healthcare,http://data.europa.eu/esco/skill/49dd67a9-d0a6-4375-b856-85e09032fdac,keep up-to-date with training subjects,monitoring developments in area of expertise,3,0,1,0.125,0.0,0.052632,0.125,0.0,0.192763
Healthcare,http://data.europa.eu/esco/skill/63b23e76-63cd-44e9-9685-173842d8b691,ensure health and safety of customers,complying with health and safety procedures,3,0,1,0.125,0.0,0.052632,0.125,0.0,0.192763
Healthcare,http://data.europa.eu/esco/skill/c69587b4-05d3-45bb-b79b-9b85e6603fc2,provide technical expertise,advising on design or use of technologies,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875
Healthcare,http://data.europa.eu/esco/skill/29a50780-f81b-429c-b410-7f23a492e19d,sell products,selling products or services,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875
Healthcare,http://data.europa.eu/esco/skill/f0393af3-bcd9-41af-a36e-0cfb83b60081,manage standard enterprise resource planning system,"managing, gathering and storing digital data",3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875
Healthcare,http://data.europa.eu/esco/skill/c09c5786-a479-46de-b0aa-d5d2d8ccc123,manage customer service,directing operational activities,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875
Healthcare,http://data.europa.eu/esco/skill/c68e4cc4-b842-4660-a84c-48f11c70f657,legal department processes,law,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875
Healthcare,http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68,innovation processes,management and administration,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875
Healthcare,http://data.europa.eu/esco/skill/54660948-b811-49a9-874c-bf2be5f280a2,satisfy technical requirements,designing systems and products,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875
Healthcare,http://data.europa.eu/esco/skill/2a2fa8e8-aaf3-4abf-a60b-af6415f1c6d4,strive for company growth,"developing financial, business or marketing plans",3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875
Healthcare,http://data.europa.eu/esco/skill/db9463b7-5c24-46d2-8419-002e03bae1dc,meet productivity targets,developing operational policies and procedures,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875
Healthcare,http://data.europa.eu/esco/skill/65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1,data visualisation software,database and network design and administration,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875
Healthcare,http://data.europa.eu/esco/skill/1605025e-a179-421f-8f35-5b07d182a6b2,web analytics,database and network design and administration,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875
Healthcare,http://data.europa.eu/esco/skill/71152876-b629-4a99-b9ea-0f25a0d07e4e,negotiate sales contracts,negotiating and managing contracts and agreements,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875
Healthcare,http://data.europa.eu/esco/skill/8d4271ca-c9fd-40b3-875f-15f78332a49e,quality standards,wholesale and retail sales,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875
Healthcare,http://data.europa.eu/esco/skill/1af2db15-2af9-44dd-9639-bf1fc69d4c34,manage relationships with stakeholders,collaborating and liaising,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875
Healthcare,http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,logistics,management and administration,3,0,0,0.125,0.0,0.0,0.125,0.0,0.1875
