domain,profile_id,source,source_id,location,candidate_score,matched_skill_count,matched_skills,matched_skill_labels,missing_priority_skills,missing_priority_skill_labels,candidate_readiness_index,readiness_label
IT,34,stack-stackoverflow,890,Sweden,0.074436,2,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,Python (computer programming) | SQL,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576 | http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42 | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | provide high quality customer service | accounting | consult with business clients | coordinate security | crowdsourcing strategy,0.501218,developing
IT,37,stack-stackoverflow,913,Belgium,0.074436,2,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,Python (computer programming) | SQL,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576 | http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42 | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | provide high quality customer service | accounting | consult with business clients | coordinate security | crowdsourcing strategy,0.501218,developing
IT,41,stack-stackoverflow,932,"Athens, Greece",0.074436,2,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,Python (computer programming) | SQL,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576 | http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42 | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | provide high quality customer service | accounting | consult with business clients | coordinate security | crowdsourcing strategy,0.501218,developing
IT,50,stack-stackoverflow,985,"Łódź, Poland",0.074436,2,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,Python (computer programming) | SQL,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576 | http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42 | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | provide high quality customer service | accounting | consult with business clients | coordinate security | crowdsourcing strategy,0.501218,developing
IT,57,stack-stackoverflow,1037,Netherlands,0.074436,2,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,Python (computer programming) | SQL,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576 | http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42 | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | provide high quality customer service | accounting | consult with business clients | coordinate security | crowdsourcing strategy,0.501218,developing
IT,60,stack-stackoverflow,1087,Ireland,0.074436,2,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,Python (computer programming) | SQL,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576 | http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42 | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | provide high quality customer service | accounting | consult with business clients | coordinate security | crowdsourcing strategy,0.501218,developing
IT,64,stack-stackoverflow,1109,Sweden,0.074436,2,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,Python (computer programming) | SQL,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576 | http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42 | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | provide high quality customer service | accounting | consult with business clients | coordinate security | crowdsourcing strategy,0.501218,developing
IT,66,stack-stackoverflow,1168,"Karlsruhe, Germany",0.074436,2,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,Python (computer programming) | SQL,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576 | http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42 | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | provide high quality customer service | accounting | consult with business clients | coordinate security | crowdsourcing strategy,0.501218,developing
IT,8,stack-stackoverflow,136,"Amsterdam, Netherlands",0.07441,2,http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42 | http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,coordinate security | SQL,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576 | http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | provide high quality customer service | accounting | consult with business clients | Python (computer programming) | crowdsourcing strategy,0.501087,developing
IT,16,stack-stackoverflow,268,"Paris, France",0.07441,2,http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42 | http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,coordinate security | SQL,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137 | http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576 | http://data.europa.eu/esco/skill/c3e36d05-8ae8-447f-bb2b-6f9409f85389 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d | http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7,monitor developments in field of expertise | digital curation | think analytically | database | deliver visual presentation of data | provide high quality customer service | accounting | consult with business clients | Python (computer programming) | crowdsourcing strategy,0.501087,developing
