domain,skill_uri,skill_label,capability_family,demand_count,supply_count,course_count,demand_frequency,supply_frequency,course_frequency,gap_score,trend_score,relevance_index
Green Energy,http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b,provide user documentation,technical or academic writing,1,4,8,0.038462,0.148148,0.8,0.0,0.0,0.197308
Green Energy,http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d,identify customer's needs,engaging with others to identify needs,7,0,0,0.269231,0.0,0.0,0.269231,-1.0,0.188462
Green Energy,http://data.europa.eu/esco/skill/378caeec-10a0-4162-b75c-ab374a42e93d,e-procurement,wholesale and retail sales,7,0,0,0.269231,0.0,0.0,0.269231,-1.0,0.188462
Green Energy,http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92,address problems critically,developing solutions,1,0,6,0.038462,0.0,0.6,0.038462,0.0,0.186923
Green Energy,http://data.europa.eu/esco/skill/63f224ea-d889-42ea-b3ef-730ef78c7176,develop new products,designing systems and products,2,0,3,0.076923,0.0,0.3,0.076923,0.0,0.183846
Green Energy,http://data.europa.eu/esco/skill/2b1ce548-4e16-45fb-bfb2-f3141c8efe8d,patient autonomy,nursing and midwifery,2,0,3,0.076923,0.0,0.3,0.076923,0.0,0.183846
Green Energy,http://data.europa.eu/esco/skill/fc4fcb4b-993f-4f2c-b158-c2171ec18ed8,draw design sketches,creating visual displays and decorations,1,3,6,0.038462,0.111111,0.6,0.0,0.0,0.177308
Green Energy,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),using digital tools for collaboration and productivity,1,12,6,0.038462,0.444444,0.6,0.0,0.0,0.177308
Green Energy,http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,develop waste management processes,developing operational policies and procedures,2,0,2,0.076923,0.0,0.2,0.076923,0.0,0.173846
Green Energy,http://data.europa.eu/esco/skill/649b00ec-a70d-4b3a-ae2e-5662964b0fb8,plan maintenance activities,planning production processes,2,0,2,0.076923,0.0,0.2,0.076923,0.0,0.173846
Green Energy,http://data.europa.eu/esco/skill/292549e6-08ec-456c-b008-eba7a0a68428,analyse market financial trends,monitoring financial and economic resources and activity,2,0,2,0.076923,0.0,0.2,0.076923,0.0,0.173846
Green Energy,http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,database and network design and administration,1,0,4,0.038462,0.0,0.4,0.038462,0.0,0.166923
Green Energy,http://data.europa.eu/esco/skill/f4a6e9f7-5cff-46c0-894c-59c20bb78694,automation technology,electronics and automation,2,1,2,0.076923,0.037037,0.2,0.039886,0.0,0.164587
Green Energy,http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2,business requirements techniques,management and administration,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846
Green Energy,http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47,make decisions,taking a proactive approach,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846
Green Energy,http://data.europa.eu/esco/skill/33784b61-bd86-4451-8a89-741ada5f8475,maintain photovoltaic systems,"maintaining electrical, electronic and precision equipment",2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846
Green Energy,http://data.europa.eu/esco/skill/bf419e00-8548-491a-a06f-d72ab439df2f,pneumatics,physics,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846
Green Energy,http://data.europa.eu/esco/skill/0e21e183-e787-4f23-a240-93b416c088c2,maintain personal hygiene standards,management skills,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846
Green Energy,http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b,manage a team,supervising a team or group,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846
Green Energy,http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb,emergent technologies,engineering and engineering trades not elsewhere classified,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846
Green Energy,http://data.europa.eu/esco/skill/ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,setting up computer systems,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846
Green Energy,http://data.europa.eu/esco/skill/0ee7b0d6-db98-4785-9948-f2ef415d155a,write research proposals,technical or academic writing,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846
Green Energy,http://data.europa.eu/esco/skill/7ee9fb56-91b1-4363-b51f-ea54ae1b5761,negotiate price,negotiating and managing contracts and agreements,2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846
Green Energy,http://data.europa.eu/esco/skill/cbeca306-92b8-48b0-82b0-ee6af0fafab6,preserve airport maintenance equipment,"cleaning tools, equipment, workpieces and vehicles",2,0,1,0.076923,0.0,0.1,0.076923,0.0,0.163846
Green Energy,http://data.europa.eu/esco/skill/e3e42d54-78bd-4337-aa87-bb31a7670c9a,issue sales invoices,executing financial transactions,6,0,0,0.230769,0.0,0.0,0.230769,-1.0,0.161538
Green Energy,http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137,think analytically,"processing information, ideas and concepts",6,0,0,0.230769,0.0,0.0,0.230769,-1.0,0.161538
Green Energy,http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04,answer incoming calls,providing information to the public and clients,6,0,0,0.230769,0.0,0.0,0.230769,-1.0,0.161538
Green Energy,http://data.europa.eu/esco/skill/badfeca0-e839-44e0-9f76-dc78785b7f97,install refrigeration equipment,"installing heating, ventilation and air conditioning equipment",0,0,6,0.0,0.0,0.6,0.0,0.0,0.16
Green Energy,http://data.europa.eu/esco/skill/c4180af3-befd-4bd8-9a65-6a496f9d9f15,demonstrate awareness of health risks ,applying health-related skills and competences,0,0,6,0.0,0.0,0.6,0.0,0.0,0.16
Green Energy,http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42,coordinate security,maintaining and enforcing physical security,1,10,4,0.038462,0.37037,0.4,0.0,0.0,0.157308
Green Energy,http://data.europa.eu/esco/skill/dcace5e5-9b8d-4fac-9017-6dcd7ff8cd0e,arrange customs documents,"preparing documentation for contracts, applications, or permits",2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846
Green Energy,http://data.europa.eu/esco/skill/3a585818-03f1-434c-b41b-9d3c4ceedfaa,analyse call performance trends,analysing business operations,2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846
Green Energy,http://data.europa.eu/esco/skill/ee8fee1a-75c1-43fb-b08d-779929f99249,apply control process statistical methods,analysing business operations,2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846
Green Energy,http://data.europa.eu/esco/skill/e0ded9a1-372d-46c8-80b5-ad994d606ef2,maintain electromechanical equipment,"maintaining electrical, electronic and precision equipment",2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846
Green Energy,http://data.europa.eu/esco/skill/8330c86e-63cf-4be6-849f-4f77628cc5c5,satisfy customers,"promoting products, services, or programs",2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846
Green Energy,http://data.europa.eu/esco/skill/b7c8f418-08d5-45d6-b697-ab26c6ecbfb4,ensure client orientation,"promoting products, services, or programs",2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846
Green Energy,http://data.europa.eu/esco/skill/0bfb44c7-c412-49ed-aab4-e33d0dd3b265,manage sales teams,supervising a team or group,2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846
Green Energy,http://data.europa.eu/esco/skill/7d913551-e17a-40ba-baf7-48d0c3b12e50,predictive maintenance,"engineering, manufacturing and construction not elsewhere classified",2,0,0,0.076923,0.0,0.0,0.076923,0.0,0.153846
