domain,skill_uri,skill_label,capability_family,demand_count,supply_count,course_count,demand_frequency,supply_frequency,course_frequency,gap_score,trend_score,relevance_index
Green Energy,http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04,answer incoming calls,providing information to the public and clients,6,0,0,0.230769,0.0,0.0,0.230769,-1.0,0.161538
Green Energy,http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23,process payments,executing financial transactions,5,0,0,0.192308,0.0,0.0,0.192308,-1.0,0.134615
Green Energy,http://data.europa.eu/esco/skill/6d97bf55-6fb6-4795-8282-3ef915ae0bb8,prospect new customers,developing professional relationships or networks,5,0,0,0.192308,0.0,0.0,0.192308,-1.0,0.134615
Green Energy,http://data.europa.eu/esco/skill/4cb51222-3e2e-417c-9a5c-e9ccf262721d,ensure compliance with company regulations,ensuring compliance with legislation,5,0,0,0.192308,0.0,0.0,0.192308,-1.0,0.134615
Green Energy,http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68,innovation processes,management and administration,5,0,0,0.192308,0.0,0.0,0.192308,-1.0,0.134615
Green Energy,http://data.europa.eu/esco/skill/f0393af3-bcd9-41af-a36e-0cfb83b60081,manage standard enterprise resource planning system,"managing, gathering and storing digital data",5,0,0,0.192308,0.0,0.0,0.192308,-1.0,0.134615
Green Energy,http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77,production processes,"engineering, manufacturing and construction not elsewhere classified",5,0,0,0.192308,0.0,0.0,0.192308,-1.0,0.134615
Green Energy,http://data.europa.eu/esco/skill/2a2fa8e8-aaf3-4abf-a60b-af6415f1c6d4,strive for company growth,"developing financial, business or marketing plans",5,0,0,0.192308,0.0,0.0,0.192308,-1.0,0.134615
Green Energy,http://data.europa.eu/esco/skill/49de9958-2aa4-4eef-a89d-fe5d5bcd28c4,adapt to change,demonstrating willingness to learn,5,0,0,0.192308,0.0,0.0,0.192308,-1.0,0.134615
Green Energy,http://data.europa.eu/esco/skill/8c3ac8d1-5349-45bb-9006-e073ee3b5d16,packaging functions,sociology and cultural studies,5,1,0,0.192308,0.037037,0.0,0.155271,-1.0,0.125356
Green Energy,http://data.europa.eu/esco/skill/68aefa78-9a8c-4d5f-879a-abcfe1cd464f,adhere to health well-being and safety,complying with health and safety procedures,4,0,2,0.153846,0.0,0.2,0.153846,-1.0,0.127692
Green Energy,http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868,"promote ideas, products, services ",communicating,4,0,2,0.153846,0.0,0.2,0.153846,-1.0,0.127692
Green Energy,http://data.europa.eu/esco/skill/0450eaee-1a00-4622-8f4e-5356fce816d2,hygiene in a health care setting,occupational health and safety,4,0,1,0.153846,0.0,0.1,0.153846,-1.0,0.117692
Green Energy,http://data.europa.eu/esco/skill/c6c1af60-9594-460c-a328-00f9ad292be0,coaching techniques,inter-disciplinary programmes and qualifications involving education,4,0,1,0.153846,0.0,0.1,0.153846,-0.666667,0.117692
Green Energy,http://data.europa.eu/esco/skill/7bb5d9af-0a7e-48a7-a860-0e1ded0f6e75,design customer experiences,"creating artistic, visual or instructive materials",4,0,0,0.153846,0.0,0.0,0.153846,-1.0,0.107692
Green Energy,http://data.europa.eu/esco/skill/677d5144-4c77-4f8d-afc7-116f4bc0e660,own management skills,management skills,4,0,0,0.153846,0.0,0.0,0.153846,-1.0,0.107692
Green Energy,http://data.europa.eu/esco/skill/0ba7e293-4665-4c8b-86fa-c1a4b1daee12,place orders for computer products,purchasing goods or services,4,0,0,0.153846,0.0,0.0,0.153846,-1.0,0.107692
Green Energy,http://data.europa.eu/esco/skill/f7f56b20-8f05-4731-a1bf-79fdcffc72ce,check deliveries on receipt,executing financial transactions,4,0,0,0.153846,0.0,0.0,0.153846,-1.0,0.107692
Green Energy,http://data.europa.eu/esco/skill/2a0efd9a-4a60-4edc-8561-f2754d24eeb8,mathematical economics,economics,4,0,0,0.153846,0.0,0.0,0.153846,-1.0,0.107692
Green Energy,http://data.europa.eu/esco/skill/4b3138e1-c09e-4c5c-a13c-8d533747a1c3,use X-ray machines,operating audio-visual equipment,4,0,0,0.153846,0.0,0.0,0.153846,-1.0,0.107692
Green Energy,http://data.europa.eu/esco/skill/0cb013af-6dd9-4fb2-b34e-63dda1a5cf82,operate cash register,executing financial transactions,4,0,0,0.153846,0.0,0.0,0.153846,-1.0,0.107692
Green Energy,http://data.europa.eu/esco/skill/5f2efbdf-08a2-49cd-9c06-bd284e4f0fbf,negotiate terms with suppliers,negotiating and managing contracts and agreements,4,0,0,0.153846,0.0,0.0,0.153846,-1.0,0.107692
Green Energy,http://data.europa.eu/esco/skill/6f1edc19-191f-4ba5-a048-ee69aff05bab,security engineering,engineering and engineering trades not elsewhere classified,4,0,0,0.153846,0.0,0.0,0.153846,-1.0,0.107692
Green Energy,http://data.europa.eu/esco/skill/b478d218-21df-447f-9eba-6fb11f94b071,maintain telephony system,"maintaining electrical, electronic and precision equipment",4,0,0,0.153846,0.0,0.0,0.153846,-1.0,0.107692
Green Energy,http://data.europa.eu/esco/skill/2945dc58-5b5c-4023-97ee-34ec05905b81,check in luggage,marking materials or objects for identification,4,0,0,0.153846,0.0,0.0,0.153846,-1.0,0.107692
Green Energy,http://data.europa.eu/esco/skill/e8bd4f15-c928-463c-8454-5a7d99dd9926,direct customers to merchandise,selling products or services,4,0,0,0.153846,0.0,0.0,0.153846,-1.0,0.107692
Green Energy,http://data.europa.eu/esco/skill/47ac9325-b072-4e37-8e40-e6ffed03e851,supervision of persons,management and administration,3,0,1,0.115385,0.0,0.1,0.115385,-1.0,0.090769
Green Energy,http://data.europa.eu/esco/skill/89f5fa96-ae45-4906-902c-d50ca51009c6,identify new recycling opportunities,identifying opportunities,3,0,1,0.115385,0.0,0.1,0.115385,-1.0,0.090769
Green Energy,http://data.europa.eu/esco/skill/d83cba15-8511-4d07-b89a-9fde0d1d8241,perform quality audits,management skills,3,0,1,0.115385,0.0,0.1,0.115385,-1.0,0.090769
Green Energy,http://data.europa.eu/esco/skill/99b163e8-7815-43e2-83f3-a47f3076354c,accounting entries,accounting and taxation,3,0,0,0.115385,0.0,0.0,0.115385,-1.0,0.080769
Green Energy,http://data.europa.eu/esco/skill/5592ab32-4e7a-4cda-8e64-ca36d5de8a10,adapt to changing situations,developing solutions,3,0,0,0.115385,0.0,0.0,0.115385,-1.0,0.080769
Green Energy,http://data.europa.eu/esco/skill/15d6d4e9-9b4b-4a93-aea5-a29a67b6d9e7,insurance law,law,3,0,0,0.115385,0.0,0.0,0.115385,-1.0,0.080769
Green Energy,http://data.europa.eu/esco/skill/feceacee-d425-4e73-821a-02dfb85084db,control production,planning production processes,3,0,0,0.115385,0.0,0.0,0.115385,-1.0,0.080769
Green Energy,http://data.europa.eu/esco/skill/c09c5786-a479-46de-b0aa-d5d2d8ccc123,manage customer service,directing operational activities,3,0,0,0.115385,0.0,0.0,0.115385,-1.0,0.080769
Green Energy,http://data.europa.eu/esco/skill/f8e3425c-fe44-4ffb-bafe-0e20d91dadf4,SAP Data Services,database and network design and administration,3,0,0,0.115385,0.0,0.0,0.115385,-1.0,0.080769
Green Energy,http://data.europa.eu/esco/skill/3d427a49-4f85-42cd-8a92-62d4a34f41a1,file documents,managing information,3,0,0,0.115385,0.0,0.0,0.115385,-1.0,0.080769
Green Energy,http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a,solve technical problems,resolving computer problems,3,0,0,0.115385,0.0,0.0,0.115385,-1.0,0.080769
Green Energy,http://data.europa.eu/esco/skill/fef5a450-6230-4a34-b3e3-764252dbdcec,devise special promotions,"developing financial, business or marketing plans",3,0,0,0.115385,0.0,0.0,0.115385,-0.5,0.080769
