domain,profile_id,source,source_id,location,candidate_score,matched_skill_count,matched_skills,matched_skill_labels,missing_priority_skills,missing_priority_skill_labels
Green Energy,230,stack-chemistry,283,"Helsinki, Finland",0.041363,1,http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50,promote health and safety,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | protect the health of others | provide high quality customer service | accounting
Green Energy,4,stack-stackoverflow,95,Poland,0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service
Green Energy,31,stack-stackoverflow,834,Germany,0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service
Green Energy,39,stack-stackoverflow,917,"Munich, Germany",0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service
Green Energy,317,stack-earthscience,94,Germany,0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service
Green Energy,334,stack-earthscience,502,"Århus, Denmark",0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service
Green Energy,516,stack-stackoverflow,1796,"Bucharest, Romania",0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service
Green Energy,691,stack-biology,1590,Sweden,0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service
Green Energy,916,stack-stackoverflow,2597,Netherlands,0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service
Green Energy,970,stack-stackoverflow,3320,"Delft, South Holland Netherlands",0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service
